Accession	Description	CTRL-IFN	CTRL-VIRUS	CTRL-IFN_VIRUS	IFN-VIRUS	IFN-IFN_VIRUS	VIRUS-IFN_VIRUS
Q9BZQ8	Protein Niban OS=Homo sapiens OX=9606 GN=FAM129A PE=1 SV=1	-0.279656871	0.022298079	0.372475877	0.479220511	0.840904212	0.305678456
P04899	Guanine nucleotide-binding protein G(i) subunit alpha-2 OS=Homo sapiens OX=9606 GN=GNAI2 PE=1 SV=3	0.145126178	1.050326938	0.870481552	0.979383431	1.023634926	0.305678456
P12956	X-ray repair cross-complementing protein 6 OS=Homo sapiens OX=9606 GN=XRCC6 PE=1 SV=2	0.187604483	-0.338413801	-0.046897323	-0.387728551	-0.225024955	0.305678456
Q86U90	"YrdC domain-containing protein, mitochondrial OS=Homo sapiens OX=9606 GN=YRDC PE=1 SV=1"	-0.300896023	-0.500734147	-1.252595272	-0.170991286	0.186119152	0.305678456
Q8NCW5	NAD(P)H-hydrate epimerase OS=Homo sapiens OX=9606 GN=NAXE PE=1 SV=2	0.25132194	-0.067879891	0.215210927	-0.070958702	0.216574272	0.305678456
O75616	"GTPase Era, mitochondrial OS=Homo sapiens OX=9606 GN=ERAL1 PE=1 SV=2"	-0.428330938	-0.428591771	0.084156802	-0.070958702	0.26225695	0.305678456
Q8N4V1	Membrane magnesium transporter 1 OS=Homo sapiens OX=9606 GN=MMGT1 PE=1 SV=1	-0.194700261	-0.158057861	0.084156802	0.112434369	0.384077426	0.305678456
Q9Y6M9	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9 OS=Homo sapiens OX=9606 GN=NDUFB9 PE=1 SV=3	0.25132194	0.617472682	0.765638252	0.429204219	0.627718379	0.305678456
Q00722	"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-2 OS=Homo sapiens OX=9606 GN=PLCB2 PE=1 SV=2"	0.59114838	0.92407778	0.949114027	0.479220511	0.673401057	0.305678456
Q96II8	Leucine-rich repeat and calponin homology domain-containing protein 3 OS=Homo sapiens OX=9606 GN=LRCH3 PE=1 SV=2	-0.088504499	1.19461169	0.582162477	0.445876316	0.764766414	0.305678456
B0I1T2	Unconventional myosin-Ig OS=Homo sapiens OX=9606 GN=MYO1G PE=1 SV=2	0.038930416	0.725686246	0.804954489	0.529236803	0.825676652	0.305678456
Q8IZ52	Chondroitin sulfate synthase 2 OS=Homo sapiens OX=9606 GN=CHPF PE=1 SV=2	0.038930416	1.320860848	1.761649601	0.61259729	1.495689272	0.305678456
P24390	ER lumen protein-retaining receptor 1 OS=Homo sapiens OX=9606 GN=KDELR1 PE=1 SV=1	0.888496514	-1.799296916	-1.02980326	-2.22165926	-1.428002157	0.305678456
Q8NHG8	E3 ubiquitin-protein ligase ZNRF2 OS=Homo sapiens OX=9606 GN=ZNRF2 PE=1 SV=1	2.75754193	1.609430352	1.407803464	-0.287695967	-0.118432038	0.305678456
Q14207	Protein NPAT OS=Homo sapiens OX=9606 GN=NPAT PE=1 SV=3	-1.830115	-0.374484989	-0.728378772	-0.27102387	0.384077426	0.305678456
Q2KHR3	Glutamine and serine-rich protein 1 OS=Homo sapiens OX=9606 GN=QSER1 PE=1 SV=3	0.166365331	-0.067879891	0.01862974	-0.221007578	0.551580581	0.305678456
Q8N4L2	"Type 2 phosphatidylinositol 4,5-bisphosphate 4-phosphatase OS=Homo sapiens OX=9606 GN=PIP4P2 PE=1 SV=1"	-1.320375341	-0.338413801	0.516635415	0.312499537	0.5820357	0.305678456
Q7Z4H8	Protein O-glucosyltransferase 3 OS=Homo sapiens OX=9606 GN=POGLUT3 PE=1 SV=2	-0.364613481	-0.121986673	-0.060002735	-0.070958702	-0.0575218	0.305678456
P23743	Diacylglycerol kinase alpha OS=Homo sapiens OX=9606 GN=DGKA PE=1 SV=3	1.207083801	0.761757434	1.211222277	-0.087630799	-0.0575218	0.305678456
Q92945	Far upstream element-binding protein 2 OS=Homo sapiens OX=9606 GN=KHSRP PE=1 SV=4	0.145126178	-0.140022267	0.136578452	-0.304368065	-0.027066681	0.305678456
Q5JSL3	Dedicator of cytokinesis protein 11 OS=Homo sapiens OX=9606 GN=DOCK11 PE=1 SV=2	0.442474313	0.328903177	0.372475877	-0.154319189	0.155664033	0.305678456
P10398	Serine/threonine-protein kinase A-Raf OS=Homo sapiens OX=9606 GN=ARAF PE=1 SV=2	0.527430922	0.527294711	0.687005777	-0.120974994	0.460215224	0.305678456
Q9BT17	Mitochondrial ribosome-associated GTPase 1 OS=Homo sapiens OX=9606 GN=MTG1 PE=1 SV=2	-0.874353139	-0.266271425	0.411792115	0.345843732	0.795221533	0.305678456
Q6NUK1	Calcium-binding mitochondrial carrier protein SCaMC-1 OS=Homo sapiens OX=9606 GN=SLC25A24 PE=1 SV=2	0.378756855	1.176576096	1.145695214	0.595925192	0.856131772	0.305678456
Q10588	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2 OS=Homo sapiens OX=9606 GN=BST1 PE=1 SV=2	-0.237178566	0.92407778	0.975324852	1.079416015	1.099772724	0.305678456
Q9H444	Charged multivesicular body protein 4b OS=Homo sapiens OX=9606 GN=CHMP4B PE=1 SV=1	-1.808875847	0.725686246	0.582162477	1.629595228	1.678419986	0.305678456
Q4TT34	Nucleoside diphosphate kinase OS=Homo sapiens OX=9606 GN=NME4 PE=1 SV=1	1.100888038	-0.446627365	0.346265052	-0.854547277	-0.301162752	0.32492251
P01034	Cystatin-C OS=Homo sapiens OX=9606 GN=CST3 PE=1 SV=1	0.909735666	0.310867583	0.870481552	-0.737842596	-0.270707633	0.305678456
Q9Y4R8	Telomere length regulation protein TEL2 homolog OS=Homo sapiens OX=9606 GN=TELO2 PE=1 SV=2	-0.130982804	-0.121986673	-0.020686498	-0.204335481	0.003388438	0.305678456
Q9UJX6	Anaphase-promoting complex subunit 2 OS=Homo sapiens OX=9606 GN=ANAPC2 PE=1 SV=1	0.102647873	0.022298079	0.306948815	-0.204335481	0.094753795	0.305678456
P46734	Dual specificity mitogen-activated protein kinase kinase 3 OS=Homo sapiens OX=9606 GN=MAP2K3 PE=1 SV=2	0.33627855	0.148547237	0.306948815	0.029073882	0.247029391	0.32492251
Q92947	"Glutaryl-CoA dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=GCDH PE=1 SV=1"	-0.067265346	0.112476049	0.267632577	0.245811148	0.505897902	0.32492251
P53634	Dipeptidyl peptidase 1 OS=Homo sapiens OX=9606 GN=CTSC PE=1 SV=2	-0.407091785	0.022298079	0.359370465	0.529236803	0.840904212	0.32492251
F5GYQ1	V-type proton ATPase subunit OS=Homo sapiens OX=9606 GN=ATP6V0D1 PE=1 SV=1	0.230082788	0.906042186	0.857376139	0.679285679	0.856131772	0.305678456
O15127	Secretory carrier-associated membrane protein 2 OS=Homo sapiens OX=9606 GN=SCAMP2 PE=1 SV=2	-0.130982804	0.617472682	0.883586964	0.86267875	1.038862486	0.305678456
Q9Y666	Solute carrier family 12 member 7 OS=Homo sapiens OX=9606 GN=SLC12A7 PE=1 SV=3	-0.407091785	0.689615058	0.778743664	0.962711334	1.175910522	0.305678456
P49736	DNA replication licensing factor MCM2 OS=Homo sapiens OX=9606 GN=MCM2 PE=1 SV=4	0.527430922	-0.194129049	0.031735152	-0.58779372	-0.331617871	0.32492251
Q9NZJ7	Mitochondrial carrier homolog 1 OS=Homo sapiens OX=9606 GN=MTCH1 PE=1 SV=1	-0.109743651	-0.067879891	0.110367627	0.029073882	0.414532545	0.32492251
Q86TX2	Acyl-coenzyme A thioesterase 1 OS=Homo sapiens OX=9606 GN=ACOT1 PE=1 SV=1	-0.024787041	0.274796395	0.43800294	0.245811148	0.460215224	0.32492251
Q2M2I8	AP2-associated protein kinase 1 OS=Homo sapiens OX=9606 GN=AAK1 PE=1 SV=3	0.060169568	0.058369267	0.411792115	0.195794856	0.505897902	0.32492251
Q9UH99	SUN domain-containing protein 2 OS=Homo sapiens OX=9606 GN=SUN2 PE=1 SV=3	0.017691264	0.5633659	0.687005777	0.645941484	0.810449093	0.32492251
Q5VST6	Alpha/beta hydrolase domain-containing protein 17B OS=Homo sapiens OX=9606 GN=ABHD17B PE=1 SV=1	-0.343374328	0.491223523	0.477319177	0.729301971	1.023634926	0.32492251
Q13137	Calcium-binding and coiled-coil domain-containing protein 2 OS=Homo sapiens OX=9606 GN=CALCOCO2 PE=1 SV=1	-1.150462121	1.230682878	0.896692377	1.762972007	1.434779033	0.32492251
Q15125	"3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase OS=Homo sapiens OX=9606 GN=EBP PE=1 SV=3"	0.761061599	0.455152335	0.320054227	-0.221007578	-0.118432038	0.32492251
P52735	Guanine nucleotide exchange factor VAV2 OS=Homo sapiens OX=9606 GN=VAV2 PE=1 SV=2	0.145126178	0.040333673	0.320054227	-0.404400649	0.307939629	0.32492251
O94822	E3 ubiquitin-protein ligase listerin OS=Homo sapiens OX=9606 GN=LTN1 PE=1 SV=6	0.060169568	-0.212164643	0.149683865	0.195794856	0.384077426	0.32492251
Q16611	Bcl-2 homologous antagonist/killer OS=Homo sapiens OX=9606 GN=BAK1 PE=1 SV=1	-0.152221956	-0.031808703	0.01862974	0.312499537	0.5820357	0.32492251
O15118	NPC intracellular cholesterol transporter 1 OS=Homo sapiens OX=9606 GN=NPC1 PE=1 SV=2	-0.215939413	0.292831989	0.608373302	0.495892608	0.795221533	0.32492251
Q14145	Kelch-like ECH-associated protein 1 OS=Homo sapiens OX=9606 GN=KEAP1 PE=1 SV=2	0.166365331	0.779793028	1.158800627	0.429204219	1.008407367	0.32492251
Q7Z460	CLIP-associating protein 1 OS=Homo sapiens OX=9606 GN=CLASP1 PE=1 SV=1	-0.194700261	-0.158057861	0.005524327	-0.337712259	-0.027066681	0.32492251
Q13395	Probable methyltransferase TARBP1 OS=Homo sapiens OX=9606 GN=TARBP1 PE=1 SV=1	0.399996008	-0.103951079	0.254527165	-0.254351773	0.109981355	0.32492251
P15498	Proto-oncogene vav OS=Homo sapiens OX=9606 GN=VAV1 PE=1 SV=4	0.25132194	0.184618425	0.359370465	-0.070958702	0.186119152	0.32492251
G8JLA2	Myosin light polypeptide 6 OS=Homo sapiens OX=9606 GN=MYL6 PE=1 SV=1	-0.215939413	-0.410556177	-0.007581085	0.029073882	0.216574272	0.32492251
A0A0A0MTH3	Integrin-linked protein kinase OS=Homo sapiens OX=9606 GN=ILK PE=1 SV=1	0.123887026	0.202654019	0.503530002	0.112434369	0.368849867	0.32492251
Q9H000	Probable E3 ubiquitin-protein ligase makorin-2 OS=Homo sapiens OX=9606 GN=MKRN2 PE=1 SV=2	-0.130982804	0.509259117	0.634584127	0.395860024	0.460215224	0.32492251
O43566	Regulator of G-protein signaling 14 OS=Homo sapiens OX=9606 GN=RGS14 PE=1 SV=4	-0.598244158	0.022298079	0.43800294	0.929367139	0.993179807	0.32492251
Q8NC60	Nitric oxide-associated protein 1 OS=Homo sapiens OX=9606 GN=NOA1 PE=1 SV=2	2.800020234	0.148547237	0.136578452	-0.621137914	-0.971175371	0.32492251
P09001	"39S ribosomal protein L3, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL3 PE=1 SV=1"	-0.088504499	-0.356449395	-0.230373098	-0.254351773	-0.103204478	0.32492251
O14777	Kinetochore protein NDC80 homolog OS=Homo sapiens OX=9606 GN=NDC80 PE=1 SV=1	0.399996008	0.202654019	0.359370465	-0.137647091	0.003388438	0.32492251
Q15363	Transmembrane emp24 domain-containing protein 2 OS=Homo sapiens OX=9606 GN=TMED2 PE=1 SV=1	0.315039398	0.455152335	0.424897527	0.129106466	0.338394748	0.32492251
Q9UBX3	Mitochondrial dicarboxylate carrier OS=Homo sapiens OX=9606 GN=SLC25A10 PE=1 SV=2	0.824779057	0.148547237	0.54284624	-0.437744844	0.368849867	0.32492251
Q99623	Prohibitin-2 OS=Homo sapiens OX=9606 GN=PHB2 PE=1 SV=2	0.399996008	0.851935404	0.765638252	0.479220511	0.551580581	0.32492251
O60704	Protein-tyrosine sulfotransferase 2 OS=Homo sapiens OX=9606 GN=TPST2 PE=1 SV=1	-0.088504499	0.888006592	0.831165314	0.896022945	0.993179807	0.32492251
C9JAU6	Interferon regulatory factor 5 OS=Homo sapiens OX=9606 GN=IRF5 PE=1 SV=9	0.378756855	0.130511643	0.38558129	-0.187663383	0.26225695	0.32492251
P19878	Neutrophil cytosol factor 2 OS=Homo sapiens OX=9606 GN=NCF2 PE=1 SV=2	0.33627855	0.022298079	0.346265052	-0.221007578	0.27748451	0.32492251
Q14694	Ubiquitin carboxyl-terminal hydrolase 10 OS=Homo sapiens OX=9606 GN=USP10 PE=1 SV=2	-0.343374328	-0.085915485	0.241421752	0.04574598	0.399304986	0.32492251
Q9UHQ9	NADH-cytochrome b5 reductase 1 OS=Homo sapiens OX=9606 GN=CYB5R1 PE=1 SV=1	0.081408721	0.346938771	0.54284624	0.245811148	0.521125462	0.32492251
Q9Y676	"28S ribosomal protein S18b, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS18B PE=1 SV=1"	-0.130982804	0.599437088	0.634584127	0.579253095	0.566808141	0.32492251
Q3ZCQ8	Mitochondrial import inner membrane translocase subunit TIM50 OS=Homo sapiens OX=9606 GN=TIMM50 PE=1 SV=2	0.166365331	0.725686246	0.791849077	0.495892608	0.703856176	0.32492251
Q96GD4	Aurora kinase B OS=Homo sapiens OX=9606 GN=AURKB PE=1 SV=3	-0.237178566	-0.356449395	-0.08621356	-0.337712259	-0.118432038	0.32492251
P49754	Vacuolar protein sorting-associated protein 41 homolog OS=Homo sapiens OX=9606 GN=VPS41 PE=1 SV=3	0.208843636	0.184618425	0.215210927	0.029073882	0.109981355	0.32492251
O43493	Trans-Golgi network integral membrane protein 2 OS=Homo sapiens OX=9606 GN=TGOLN2 PE=1 SV=3	0.187604483	0.888006592	0.529740827	0.445876316	0.551580581	0.32492251
Q9NVH1	DnaJ homolog subfamily C member 11 OS=Homo sapiens OX=9606 GN=DNAJC11 PE=1 SV=2	0.145126178	0.599437088	0.595267889	0.395860024	0.658173498	0.32492251
Q6P087	Mitochondrial mRNA pseudouridine synthase RPUSD3 OS=Homo sapiens OX=9606 GN=RPUSD3 PE=1 SV=3	-0.322135176	0.184618425	0.424897527	0.462548413	0.703856176	0.32492251
Q6PD74	Alpha- and gamma-adaptin-binding protein p34 OS=Homo sapiens OX=9606 GN=AAGAB PE=1 SV=1	0.42123516	-0.176093455	0.306948815	-0.804530985	-0.529576145	0.32492251
M0R0N4	AP complex subunit sigma OS=Homo sapiens OX=9606 GN=AP2S1 PE=1 SV=1	1.313279563	1.212647284	1.145695214	-0.087630799	-0.103204478	0.32492251
P30154	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform OS=Homo sapiens OX=9606 GN=PPP2R1B PE=1 SV=3	0.123887026	-0.103951079	0.097262215	-0.120974994	0.247029391	0.32492251
Q92835	"Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 1 OS=Homo sapiens OX=9606 GN=INPP5D PE=1 SV=2"	0.060169568	0.202654019	0.320054227	0.079090174	0.338394748	0.32492251
A0A087WU02	Endoplasmic reticulum-Golgi intermediate compartment protein 2 OS=Homo sapiens OX=9606 GN=ERGIC2 PE=1 SV=1	0.038930416	0.112476049	0.372475877	0.062418077	0.353622307	0.32492251
Q12931	"Heat shock protein 75 kDa, mitochondrial OS=Homo sapiens OX=9606 GN=TRAP1 PE=1 SV=3"	0.123887026	0.148547237	0.43800294	0.129106466	0.505897902	0.32492251
Q9Y305	"Acyl-coenzyme A thioesterase 9, mitochondrial OS=Homo sapiens OX=9606 GN=ACOT9 PE=1 SV=2"	-0.003547889	0.184618425	0.424897527	0.279155343	0.536353022	0.32492251
P20839	Inosine-5'-monophosphate dehydrogenase 1 OS=Homo sapiens OX=9606 GN=IMPDH1 PE=1 SV=2	0.463713465	0.996220156	0.988430264	0.695957776	0.840904212	0.32492251
Q9NX14	"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFB11 PE=1 SV=1"	0.166365331	1.086398126	1.014641089	0.996055529	1.297730998	0.32492251
Q9Y333	U6 snRNA-associated Sm-like protein LSm2 OS=Homo sapiens OX=9606 GN=LSM2 PE=1 SV=1	0.145126178	-0.338413801	-0.19105686	-0.437744844	-0.529576145	0.344166565
Q9UJX5	Anaphase-promoting complex subunit 4 OS=Homo sapiens OX=9606 GN=ANAPC4 PE=1 SV=2	-0.130982804	-0.681090087	-0.24347851	-0.821203083	-0.346845431	0.344166565
O43169	Cytochrome b5 type B OS=Homo sapiens OX=9606 GN=CYB5B PE=1 SV=3	-0.492048395	-0.807339245	-0.322110985	-0.27102387	0.064298676	0.32492251
P39880	Homeobox protein cut-like 1 OS=Homo sapiens OX=9606 GN=CUX1 PE=1 SV=3	-0.428330938	-0.320378207	-0.112424385	-0.154319189	0.155664033	0.32492251
Q6IAA8	Ragulator complex protein LAMTOR1 OS=Homo sapiens OX=9606 GN=LAMTOR1 PE=1 SV=2	-0.598244158	0.202654019	0.293843402	0.345843732	0.490670343	0.344166565
E9PHV5	Protein ITPRID2 OS=Homo sapiens OX=9606 GN=ITPRID2 PE=1 SV=1	-1.001788054	0.058369267	-0.544902997	0.645941484	0.566808141	0.344166565
Q9P0J0	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13 OS=Homo sapiens OX=9606 GN=NDUFA13 PE=1 SV=3	-0.024787041	0.455152335	0.267632577	0.512564705	0.612490819	0.344166565
A0A087WVQ6	Clathrin heavy chain OS=Homo sapiens OX=9606 GN=CLTC PE=1 SV=1	0.272561093	0.92407778	0.883586964	0.629269387	0.856131772	0.344166565
P61289	Proteasome activator complex subunit 3 OS=Homo sapiens OX=9606 GN=PSME3 PE=1 SV=1	0.166365331	-1.113944343	-0.518692172	-1.171317127	-0.849354895	0.344166565
P20702	Integrin alpha-X OS=Homo sapiens OX=9606 GN=ITGAX PE=1 SV=3	1.398236173	0.996220156	0.765638252	-0.321040162	-0.483893467	0.344166565
P04040	Catalase OS=Homo sapiens OX=9606 GN=CAT PE=1 SV=3	0.357517703	-0.013773109	0.12347304	-0.254351773	-0.087976919	0.344166565
Q9Y3R5	Protein dopey-2 OS=Homo sapiens OX=9606 GN=DOP1B PE=1 SV=5	0.59114838	0.094440455	0.162789277	-0.187663383	-0.072749359	0.344166565
Q5NDL2	EGF domain-specific O-linked N-acetylglucosamine transferase OS=Homo sapiens OX=9606 GN=EOGT PE=1 SV=1	0.803539904	0.383009959	0.464213765	-0.187663383	-0.0575218	0.344166565
Q9BYC9	"39S ribosomal protein L20, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL20 PE=1 SV=1"	-0.067265346	0.202654019	0.057945977	-0.02094241	0.140436474	0.344166565
Q9H3H1	tRNA dimethylallyltransferase OS=Homo sapiens OX=9606 GN=TRIT1 PE=1 SV=1	0.761061599	0.437116741	0.595267889	-0.321040162	0.155664033	0.344166565
Q9BRK5	45 kDa calcium-binding protein OS=Homo sapiens OX=9606 GN=SDF4 PE=1 SV=1	-0.661961615	-0.572876523	0.097262215	0.345843732	0.27748451	0.344166565
P62937	Peptidyl-prolyl cis-trans isomerase A OS=Homo sapiens OX=9606 GN=PPIA PE=1 SV=2	0.59114838	0.274796395	0.687005777	-0.321040162	0.338394748	0.344166565
O43592	Exportin-T OS=Homo sapiens OX=9606 GN=XPOT PE=1 SV=2	0.59114838	-0.067879891	0.110367627	-0.571121622	-0.179342276	0.344166565
Q92506	Estradiol 17-beta-dehydrogenase 8 OS=Homo sapiens OX=9606 GN=HSD17B8 PE=1 SV=2	0.718583294	0.707650652	0.857376139	-0.337712259	0.292712069	0.344166565
Q9H1E5	Thioredoxin-related transmembrane protein 4 OS=Homo sapiens OX=9606 GN=TMX4 PE=1 SV=1	0.33627855	0.473187929	0.818059902	0.062418077	0.749538855	0.344166565
P00505	"Aspartate aminotransferase, mitochondrial OS=Homo sapiens OX=9606 GN=GOT2 PE=1 SV=3"	-0.046026194	-0.212164643	0.057945977	-0.087630799	0.109981355	0.344166565
O95479	GDH/6PGL endoplasmic bifunctional protein OS=Homo sapiens OX=9606 GN=H6PD PE=1 SV=2	0.017691264	-0.248235831	0.320054227	-0.287695967	0.155664033	0.344166565
Q9BWU1	Cyclin-dependent kinase 19 OS=Homo sapiens OX=9606 GN=CDK19 PE=1 SV=1	0.867257361	-1.258229095	-0.426954285	-1.121300835	-0.560031264	0.344166565
Q9Y6E0	Serine/threonine-protein kinase 24 OS=Homo sapiens OX=9606 GN=STK24 PE=1 SV=1	-0.343374328	-0.608947711	-0.492481347	-0.671154206	-0.438210788	0.344166565
O60506	Heterogeneous nuclear ribonucleoprotein Q OS=Homo sapiens OX=9606 GN=SYNCRIP PE=1 SV=2	0.33627855	-0.428591771	-0.112424385	-0.604465817	-0.37730055	0.344166565
Q96BN8	Ubiquitin thioesterase otulin OS=Homo sapiens OX=9606 GN=OTULIN PE=1 SV=3	0.654865837	-0.013773109	0.424897527	-0.471089038	-0.148887157	0.344166565
Q9UNM6	26S proteasome non-ATPase regulatory subunit 13 OS=Homo sapiens OX=9606 GN=PSMD13 PE=1 SV=2	0.081408721	0.022298079	0.162789277	-0.137647091	0.186119152	0.344166565
Q9Y678	Coatomer subunit gamma-1 OS=Homo sapiens OX=9606 GN=COPG1 PE=1 SV=1	-0.046026194	0.094440455	0.22831634	-0.02094241	0.26225695	0.344166565
Q9UJS0	Calcium-binding mitochondrial carrier protein Aralar2 OS=Homo sapiens OX=9606 GN=SLC25A13 PE=1 SV=2	0.081408721	0.076404861	0.241421752	0.04574598	0.26225695	0.344166565
P08133	Annexin A6 OS=Homo sapiens OX=9606 GN=ANXA6 PE=1 SV=3	-0.046026194	0.256760801	0.43800294	0.245811148	0.505897902	0.344166565
A0A0G2JN29	Nodal modulator 1 OS=Homo sapiens OX=9606 GN=NOMO1 PE=1 SV=1	0.102647873	0.83389981	0.306948815	0.979383431	0.536353022	0.344166565
Q9UQ80	Proliferation-associated protein 2G4 OS=Homo sapiens OX=9606 GN=PA2G4 PE=1 SV=3	0.42123516	-0.320378207	0.110367627	-0.52110533	-0.194569836	0.344166565
P50552	Vasodilator-stimulated phosphoprotein OS=Homo sapiens OX=9606 GN=VASP PE=1 SV=3	0.59114838	0.310867583	0.372475877	-0.02094241	0.064298676	0.344166565
P56282	DNA polymerase epsilon subunit 2 OS=Homo sapiens OX=9606 GN=POLE2 PE=1 SV=2	0.123887026	-0.482698553	-0.046897323	-0.154319189	0.125208914	0.344166565
P61020	Ras-related protein Rab-5B OS=Homo sapiens OX=9606 GN=RAB5B PE=1 SV=1	0.633626685	0.5633659	0.634584127	-0.02094241	0.247029391	0.344166565
H0YIV4	Nucleosome assembly protein 1-like 1 (Fragment) OS=Homo sapiens OX=9606 GN=NAP1L1 PE=1 SV=1	-0.237178566	0.004262485	0.12347304	0.012401785	0.26225695	0.344166565
O95487	Protein transport protein Sec24B OS=Homo sapiens OX=9606 GN=SEC24B PE=1 SV=2	-0.258417718	0.004262485	0.136578452	0.412532121	0.323167188	0.344166565
Q9NRY4	Rho GTPase-activating protein 35 OS=Homo sapiens OX=9606 GN=ARHGAP35 PE=1 SV=3	0.25132194	0.725686246	0.54284624	0.145778564	0.353622307	0.344166565
P78368	Casein kinase I isoform gamma-2 OS=Homo sapiens OX=9606 GN=CSNK1G2 PE=1 SV=1	-0.215939413	1.230682878	1.342276402	1.379513768	1.647964867	0.344166565
O95685	Protein phosphatase 1 regulatory subunit 3D OS=Homo sapiens OX=9606 GN=PPP1R3D PE=1 SV=1	0.846018209	0.094440455	0.569057065	-0.871219375	-0.483893467	0.344166565
Q7L1Q6	Basic leucine zipper and W2 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=BZW1 PE=1 SV=1	0.42123516	-0.356449395	0.057945977	-0.554449525	-0.133659598	0.344166565
Q5JSP0	"FYVE, RhoGEF and PH domain-containing protein 3 OS=Homo sapiens OX=9606 GN=FGD3 PE=1 SV=1"	0.612387532	0.65354387	0.621478714	-0.004270312	0.049071117	0.344166565
Q9BRX2	Protein pelota homolog OS=Homo sapiens OX=9606 GN=PELO PE=1 SV=2	0.272561093	0.058369267	0.22831634	-0.387728551	0.049071117	0.344166565
P50991	T-complex protein 1 subunit delta OS=Homo sapiens OX=9606 GN=CCT4 PE=1 SV=4	0.357517703	-0.140022267	0.17589469	-0.337712259	0.094753795	0.344166565
P06865	Beta-hexosaminidase subunit alpha OS=Homo sapiens OX=9606 GN=HEXA PE=1 SV=2	0.25132194	0.184618425	0.359370465	0.029073882	0.338394748	0.344166565
Q7Z4R8	UPF0669 protein C6orf120 OS=Homo sapiens OX=9606 GN=C6orf120 PE=1 SV=1	0.145126178	0.491223523	0.673900364	0.129106466	0.490670343	0.344166565
Q9Y221	60S ribosome subunit biogenesis protein NIP7 homolog OS=Homo sapiens OX=9606 GN=NIP7 PE=1 SV=1	0.038930416	-0.410556177	-0.256583923	-0.971251959	-0.636169062	0.344166565
P51692	Signal transducer and activator of transcription 5B OS=Homo sapiens OX=9606 GN=STAT5B PE=1 SV=2	0.718583294	0.401045553	0.791849077	-0.421072746	0.170891593	0.344166565
P19367	Hexokinase-1 OS=Homo sapiens OX=9606 GN=HK1 PE=1 SV=3	0.442474313	0.202654019	0.424897527	-0.221007578	0.170891593	0.344166565
P22307	Non-specific lipid-transfer protein OS=Homo sapiens OX=9606 GN=SCP2 PE=1 SV=2	0.102647873	0.238725207	0.411792115	0.079090174	0.353622307	0.344166565
Q9P253	Vacuolar protein sorting-associated protein 18 homolog OS=Homo sapiens OX=9606 GN=VPS18 PE=1 SV=2	0.038930416	0.383009959	0.582162477	0.22913905	0.368849867	0.344166565
A0A494C1M4	Mitochondrial 10-formyltetrahydrofolate dehydrogenase OS=Homo sapiens OX=9606 GN=ALDH1L2 PE=4 SV=1	0.060169568	0.220689613	0.43800294	0.112434369	0.384077426	0.344166565
Q92667	"A-kinase anchor protein 1, mitochondrial OS=Homo sapiens OX=9606 GN=AKAP1 PE=1 SV=1"	-0.61948331	-0.212164643	0.07105139	0.345843732	0.460215224	0.344166565
Q96D71	RalBP1-associated Eps domain-containing protein 1 OS=Homo sapiens OX=9606 GN=REPS1 PE=1 SV=3	0.208843636	0.942113374	0.962219439	0.962711334	0.947497129	0.344166565
Q86TM6	E3 ubiquitin-protein ligase synoviolin OS=Homo sapiens OX=9606 GN=SYVN1 PE=1 SV=2	-0.746918225	-1.095908749	-0.76769501	-0.821203083	-0.407755669	0.36341062
P08243	Asparagine synthetase [glutamine-hydrolyzing] OS=Homo sapiens OX=9606 GN=ASNS PE=1 SV=4	0.782300752	0.256760801	0.503530002	-0.554449525	-0.103204478	0.344166565
O15143	Actin-related protein 2/3 complex subunit 1B OS=Homo sapiens OX=9606 GN=ARPC1B PE=1 SV=3	0.060169568	-0.140022267	0.189000102	-0.037614507	0.049071117	0.344166565
Q9NZJ9	Diphosphoinositol polyphosphate phosphohydrolase 2 OS=Homo sapiens OX=9606 GN=NUDT4 PE=1 SV=2	0.187604483	0.166582831	0.857376139	-0.120974994	0.155664033	0.36341062
P32322	"Pyrroline-5-carboxylate reductase 1, mitochondrial OS=Homo sapiens OX=9606 GN=PYCR1 PE=1 SV=2"	0.081408721	-0.103951079	0.306948815	-0.137647091	0.201346712	0.36341062
P68133	"Actin, alpha skeletal muscle OS=Homo sapiens OX=9606 GN=ACTA1 PE=1 SV=1"	0.187604483	-0.067879891	0.634584127	0.079090174	0.353622307	0.36341062
O95831	"Apoptosis-inducing factor 1, mitochondrial OS=Homo sapiens OX=9606 GN=AIFM1 PE=1 SV=1"	0.187604483	0.383009959	0.516635415	0.262483245	0.490670343	0.36341062
