Accession	Description	CTRL1	CTRL2	CTRL3	IFN1	IFN2	IFN3	VIRUS1	VIRUS2	VIRUS3	IFN_VIRUS1	IFN_VIRUS2	IFN_VIRUS3
P15498	Proto-oncogene vav OS=Homo sapiens OX=9606 GN=VAV1 PE=1 SV=4	79644852.87	99698809.84	84656244.8	82544971.16	90969650.05	87528067.13	85397881.5	89240541.66	77013845.79	77666585.12	69938937.63	77538502.11
G8JLA2	Myosin light polypeptide 6 OS=Homo sapiens OX=9606 GN=MYL6 PE=1 SV=1	65138318.63	74165377.65	67767226.72	92581651.89	68174668.68	86531086.75	77471071.31	83498145.81	79172255.5	76149296.32	72163935.6	67424043.92
A0A0A0MTH3	Integrin-linked protein kinase OS=Homo sapiens OX=9606 GN=ILK PE=1 SV=1	25677191.66	27257034.49	22036720.38	25690921.67	23865503.95	25632113.48	19900467.67	26997473.25	23956135.62	19699056.57	20034339.2	15065857.92
Q9H000	Probable E3 ubiquitin-protein ligase makorin-2 OS=Homo sapiens OX=9606 GN=MKRN2 PE=1 SV=2	1150816.4	2306948.738	3193154.875	1632908.794	1461577.808	1862611.914	1136496.325	1306905.183	1636395.562	1377874.736	1305535.028	1352324.843
O43566	Regulator of G-protein signaling 14 OS=Homo sapiens OX=9606 GN=RGS14 PE=1 SV=4	984010.5571	340927.3424	522196.3139	1191499.735	166554.5572	929531.4069	691307.4928	201230.5664	660095.9176	557956.012	97882.87486	622470.0432
Q8NC60	Nitric oxide-associated protein 1 OS=Homo sapiens OX=9606 GN=NOA1 PE=1 SV=2	1091441.487	811124.2206	286495.1886	420528.3623	274482.7843	306575.5682	896843.5089	289576.6662	755484.6996	764308.6362	367332.0577	754035.9584
P09001	"39S ribosomal protein L3, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL3 PE=1 SV=1"	23786287.92	20848289.01	19584681.8	25359296.59	23656499.96	22743995.48	21964311.17	24603930.65	20570487.46	23453730.61	21744068.06	21003485.24
O14777	Kinetochore protein NDC80 homolog OS=Homo sapiens OX=9606 GN=NDC80 PE=1 SV=1	3092065.633	3951715.718	2823018.938	2776966.31	3082568.907	2296436.009	2291508.978	2776791.072	2367293.72	2687722.421	1846973.112	2670977.87
Q15363	Transmembrane emp24 domain-containing protein 2 OS=Homo sapiens OX=9606 GN=TMED2 PE=1 SV=1	75353393.99	66285395.8	65626737.16	74369316.47	64757755.95	59045544.94	69808606.86	54872138.85	47150697.2	52134805.41	49038083.68	48071948.69
Q9UBX3	Mitochondrial dicarboxylate carrier OS=Homo sapiens OX=9606 GN=SLC25A10 PE=1 SV=2	4410293.577	4380467.193	5775700.219	4878294.255	3453029.713	3219768.485	3248964.236	5123361.703	3454667.29	3985861.184	3101350.347	3218620.725
Q99623	Prohibitin-2 OS=Homo sapiens OX=9606 GN=PHB2 PE=1 SV=2	285416337.2	259904130.4	301288193.5	278312664	254192564.9	221132541.5	196578680.3	212863208.2	167641614.4	187863862.3	158128337.9	167212564
O60704	Protein-tyrosine sulfotransferase 2 OS=Homo sapiens OX=9606 GN=TPST2 PE=1 SV=1	733835.5741	532905.1412	598544.875	780591.1958	641641.6975	537346.2558	435792.5777	364072.4163	401402.8832	384539.4789	368149.3034	323548.5015
C9JAU6	Interferon regulatory factor 5 OS=Homo sapiens OX=9606 GN=IRF5 PE=1 SV=9	19198911.6	17948137.65	16524360.98	17985721.71	15991068.25	16235795.48	15877994.84	18589012.36	14147974.85	14754660.39	12708114.04	14580984.76
P19878	Neutrophil cytosol factor 2 OS=Homo sapiens OX=9606 GN=NCF2 PE=1 SV=2	6294469.167	5686694.546	5629499.623	5144368.998	4630177.546	5405542.146	5047281.502	6410282.406	3357629.547	5748034.128	4024395.105	5336484.704
Q14694	Ubiquitin carboxyl-terminal hydrolase 10 OS=Homo sapiens OX=9606 GN=USP10 PE=1 SV=2	5111361.145	6436484.559	5273483.319	6866133.445	6236928.579	6517564.36	5555432.232	7587054.313	5024515.041	4707251.145	4373010.029	4983179.581
Q9UHQ9	NADH-cytochrome b5 reductase 1 OS=Homo sapiens OX=9606 GN=CYB5R1 PE=1 SV=1	36602143.49	40165877.46	37566997	41146932.78	42515857.8	36799839.81	33055043.38	36274803.56	31831716.26	30763475.24	30527407.86	30203216.55
Q9Y676	"28S ribosomal protein S18b, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS18B PE=1 SV=1"	14669613.13	11470730.01	9316992.953	8993764.147	13659147.06	11605517.51	8144505.307	10256214.98	8236779.626	8843822.943	8502297.737	6996486.528
Q3ZCQ8	Mitochondrial import inner membrane translocase subunit TIM50 OS=Homo sapiens OX=9606 GN=TIMM50 PE=1 SV=2	78380780.87	66455266.07	76844737.98	72351132.77	71816863.86	64967565.08	60813320.7	48164211.4	46104176.69	48147122.49	43599259.74	43505874.28
Q96GD4	Aurora kinase B OS=Homo sapiens OX=9606 GN=AURKB PE=1 SV=3	2239763.632	3670991.451	3157386.113	2625649.395	4423901.121	3953919.364	3337289.007	4075544.072	5703769.353	3578641.736	3201226.932	2873705.7
P49754	Vacuolar protein sorting-associated protein 41 homolog OS=Homo sapiens OX=9606 GN=VPS41 PE=1 SV=3	989401.1101	1137082.088	1658997.719	995869.6779	1646883.016	1575690.195	755292.4395	1435060.645	1280400.73	909219.5592	865895.0932	1144119.158
O43493	Trans-Golgi network integral membrane protein 2 OS=Homo sapiens OX=9606 GN=TGOLN2 PE=1 SV=3	2989727.024	2583265.659	2905987.445	2545628.53	2067287.456	3077253.575	3668982.168	1694538.516	908717.7852	2193982.165	1783378.027	1994415.865
Q9NVH1	DnaJ homolog subfamily C member 11 OS=Homo sapiens OX=9606 GN=DNAJC11 PE=1 SV=2	55689137.07	73456557.8	65732209.73	48045632.72	66946927.92	69621187.31	49386653.24	55556672.04	53692451.37	55751577.75	52537000.39	57607030.5
Q6P087	Mitochondrial mRNA pseudouridine synthase RPUSD3 OS=Homo sapiens OX=9606 GN=RPUSD3 PE=1 SV=3	1475575.368	1550909.369	1374978.852	1850202.06	1844501.395	1697160.54	1131050.739	1440980.993	1473194.324	1236191.705	1198923.836	1092226.352
Q6PD74	Alpha- and gamma-adaptin-binding protein p34 OS=Homo sapiens OX=9606 GN=AAGAB PE=1 SV=1	969611.5369	1202252.406	726530.9359	960871.9605	848913.0238	806357.7238	1225273.282	957509.4927	836360.4395	1113299.177	566501.2154	953225.4444
M0R0N4	AP complex subunit sigma OS=Homo sapiens OX=9606 GN=AP2S1 PE=1 SV=1	14484158.18	13338749.48	10469996.44	10161457.35	5959762.802	6321141.802	6536826.126	8629191.092	8175046.749	5729197.688	7229344.194	7273071.362
P30154	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform OS=Homo sapiens OX=9606 GN=PPP2R1B PE=1 SV=3	2464863.278	2646467.111	3155342.875	2454707.305	2423166.941	2731654.037	2571477.308	2745609.559	2351295.8	2155310.69	2230579.648	2653248.703
Q92835	"Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 1 OS=Homo sapiens OX=9606 GN=INPP5D PE=1 SV=2"	62295343.83	80110830.6	83698470.05	75313463.01	72735856.3	81492249.72	66277371.79	79337068.19	59231894.81	63714449.01	57651735.82	58147298.43
A0A087WU02	Endoplasmic reticulum-Golgi intermediate compartment protein 2 OS=Homo sapiens OX=9606 GN=ERGIC2 PE=1 SV=1	18507671.24	15697645.08	17044779.49	19312966.4	18122991.14	14407111.78	14073561.02	14564815.42	11406516.16	13500393.22	11043345.52	11542661.96
Q12931	"Heat shock protein 75 kDa, mitochondrial OS=Homo sapiens OX=9606 GN=TRAP1 PE=1 SV=3"	461095671.6	413457864.5	278226582.3	438879922.7	431664857.7	409167370.8	352643706.6	415194936.7	312046604.7	309310324.5	303263821	297833091.2
Q9Y305	"Acyl-coenzyme A thioesterase 9, mitochondrial OS=Homo sapiens OX=9606 GN=ACOT9 PE=1 SV=2"	50205344.82	44499670.37	41009062.33	55173885.7	44346095.82	44941041.5	37924984.07	42457497.55	36092204.86	35804085.08	33942063.95	32921484.16
P20839	Inosine-5'-monophosphate dehydrogenase 1 OS=Homo sapiens OX=9606 GN=IMPDH1 PE=1 SV=2	6996770.188	5837975.793	8142520.75	6255895.529	6005408.685	6926766.826	4587634.193	5879009.761	4522376.875	3578499.854	4244957.363	6014839.907
Q9NX14	"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFB11 PE=1 SV=1"	33447202.06	29768256.08	25485519	40030174.95	30813532.57	26331027.98	26880891.16	22433453.01	16451773.81	22067282.31	19804694.03	15647110.7
Q9Y333	U6 snRNA-associated Sm-like protein LSm2 OS=Homo sapiens OX=9606 GN=LSM2 PE=1 SV=1	1442674.094	2583763.072	2113144.938	1625868.396	1686112.167	2529270.514	1535809.211	2552966.273	2846257.803	2534699.594	1951461.755	1782762.059
Q9UJX5	Anaphase-promoting complex subunit 4 OS=Homo sapiens OX=9606 GN=ANAPC4 PE=1 SV=2	1648473.786	1797165.355	1245830.738	1653700.531	1564532.357	1745496.902	2190336.32	1861948.548	2288420.787	2165319.766	1571119.215	1784155.223
O43169	Cytochrome b5 type B OS=Homo sapiens OX=9606 GN=CYB5B PE=1 SV=3	60816573.03	55229216.22	55937152	82464978.34	72059180.06	76726346.53	87468341.53	77104715.11	74263800.75	67865925.56	66822244.82	77528516.59
P39880	Homeobox protein cut-like 1 OS=Homo sapiens OX=9606 GN=CUX1 PE=1 SV=3	8409194.749	12111713.45	10677474.52	11144624.69	12591590.66	15441874.71	18390914.4	12021234.95	12074524.18	11961829.16	13123217.25	10597206.8
Q6IAA8	Ragulator complex protein LAMTOR1 OS=Homo sapiens OX=9606 GN=LAMTOR1 PE=1 SV=2	27362968.97	23895737.96	19353806.09	27827047.92	35392545.22	25375996.63	31644318.28	20491125.81	18445293.33	25658585.12	21301224.74	17504039.5
E9PHV5	Protein ITPRID2 OS=Homo sapiens OX=9606 GN=ITPRID2 PE=1 SV=1	2611506.95	2102137.764	1617791.407	7933249.426	3146458.645	3096268.793	2213913.155	2116842.524	2042161.325	1848425.88	1755753.001	2163912.649
Q9P0J0	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13 OS=Homo sapiens OX=9606 GN=NDUFA13 PE=1 SV=3	56376749.14	69388110.71	67251261.07	83034712.55	70921193.09	66011421.34	61079930.37	55198763.5	48842759.18	49318665.84	45811965.62	43417770.87
A0A087WVQ6	Clathrin heavy chain OS=Homo sapiens OX=9606 GN=CLTC PE=1 SV=1	951582611.6	1094518455	1149660295	1071734375	1023804582	958266737.2	810321120.8	777733677.9	640849289.8	746544768.5	595982165.1	631878993.8
P61289	Proteasome activator complex subunit 3 OS=Homo sapiens OX=9606 GN=PSME3 PE=1 SV=1	3318692.072	3609315.216	3993687.935	3743419.978	3376529.577	4795023.366	6164751.667	7915916.068	6507182.582	5811271.694	6625596.334	5745953.431
P20702	Integrin alpha-X OS=Homo sapiens OX=9606 GN=ITGAX PE=1 SV=3	1116828.03	1278470.234	1208145.938	1066105.645	700251.7367	86254.28059	811062.3885	1729508.404	664238.7799	716343.773	720463.4705	987143.1787
P04040	Catalase OS=Homo sapiens OX=9606 GN=CAT PE=1 SV=3	326942641.2	258259504.6	248760210.7	281047043.7	254279240.8	270532354.5	332402873.9	269081353.7	234057141.8	266904187.5	237936597.3	247282071.3
Q9Y3R5	Protein dopey-2 OS=Homo sapiens OX=9606 GN=DOP1B PE=1 SV=5	893676.7763	1720143.243	1848806.824	1198069.111	1467633.04	1324784.621	1255183.99	1485421.645	1178214.114	1222860.827	1336192.901	1042019.755
Q5NDL2	EGF domain-specific O-linked N-acetylglucosamine transferase OS=Homo sapiens OX=9606 GN=EOGT PE=1 SV=1	1168896.577	1793896.402	839621.3438	860167.6784	521810.5874	895662.3506	519478.918	884737.7544	829684.7186	504367.5427	702448.8543	688156.5275
Q9BYC9	"39S ribosomal protein L20, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL20 PE=1 SV=1"	17663522.74	14149135.66	14246661.82	19845256.09	14976128.33	15355667.01	19870338.32	16346060.23	14077333.52	21606354.23	13449351.52	14540001.7
Q9H3H1	tRNA dimethylallyltransferase OS=Homo sapiens OX=9606 GN=TRIT1 PE=1 SV=1	1128909.904	1320737.216	1263523.563	1003298.276	880704.2081	1237599.454	844064.6301	1058203.463	1101457.512	924125.5043	782757.0652	905445.3441
Q9BRK5	45 kDa calcium-binding protein OS=Homo sapiens OX=9606 GN=SDF4 PE=1 SV=1	15720326.97	7790834.172	9788907.586	16867510.14	13395344.86	14115704.32	16425868.6	12408937.22	10414425.88	14881409.44	10816996.68	11046715.51
P62937	Peptidyl-prolyl cis-trans isomerase A OS=Homo sapiens OX=9606 GN=PPIA PE=1 SV=2	405239440.4	401688433.1	368942524.1	339676884.9	294105523.4	399517492.8	276411648.7	443498144.2	273661899.5	267539711.4	232995317.9	239211002.4
O43592	Exportin-T OS=Homo sapiens OX=9606 GN=XPOT PE=1 SV=2	52195505.54	48194644.34	40693818.23	39246278.93	40206080.29	33762494.4	42250479.24	46067082.73	40975703.31	39202215.82	35594558.71	39946004.53
Q92506	Estradiol 17-beta-dehydrogenase 8 OS=Homo sapiens OX=9606 GN=HSD17B8 PE=1 SV=2	13373466.68	11408082.94	4271909.656	11859788.39	9845194.099	3318676.096	9863627.467	7035078.771	2551636.878	10509553.08	2600007.749	6498570.301
Q9H1E5	Thioredoxin-related transmembrane protein 4 OS=Homo sapiens OX=9606 GN=TMX4 PE=1 SV=1	13533704.45	18676555.61	17768851.9	18452941.89	17962754.6	15973769	18054904.74	11750181.03	12381775.7	12386950.54	11771924.21	10898717.56
P00505	"Aspartate aminotransferase, mitochondrial OS=Homo sapiens OX=9606 GN=GOT2 PE=1 SV=3"	88897195.52	56374024.77	62823074.44	77248391.89	69906567.36	69093562.15	76091108.34	74520362.58	55060242.87	59555087.37	58969884.07	63553991.03
O95479	GDH/6PGL endoplasmic bifunctional protein OS=Homo sapiens OX=9606 GN=H6PD PE=1 SV=2	17840564.95	19851390.35	6253112.617	21641613.14	19449996.47	18596989.5	12608857.93	13671102.26	9827165.351	8931886.497	10690934.1	7288533.94
Q9BWU1	Cyclin-dependent kinase 19 OS=Homo sapiens OX=9606 GN=CDK19 PE=1 SV=1	1046316.951	1406008.362	1605894.085	1389960.32	1226434.777	1744742.769	1525634.223	2100287.153	2249395.25	1421953.402	1906036.241	1595956.431
Q9Y6E0	Serine/threonine-protein kinase 24 OS=Homo sapiens OX=9606 GN=STK24 PE=1 SV=1	472343.9935	512685.1331	689447.4453	322352.2757	570305.4185	834668.8291	592864.8443	747947.6071	737185.6022	670251.3984	605826.0869	633564.6306
O60506	Heterogeneous nuclear ribonucleoprotein Q OS=Homo sapiens OX=9606 GN=SYNCRIP PE=1 SV=2	190069313.4	204519059.3	198734254.3	151707838.1	168581820.4	193828272.6	146381662.5	255844801.2	259880094.7	175103095.5	230731353.6	197742727.6
Q96BN8	Ubiquitin thioesterase otulin OS=Homo sapiens OX=9606 GN=OTULIN PE=1 SV=3	13217884.77	12012309.89	10946283.52	12680023.16	10749217.86	12081314.96	11752774.28	14340109.96	11398175.5	11666113.91	10522418.61	11632789.29
Q9UNM6	26S proteasome non-ATPase regulatory subunit 13 OS=Homo sapiens OX=9606 GN=PSMD13 PE=1 SV=2	44228385.01	53240359.01	51626695.71	55764209.11	46888090.88	50686003.67	46825589.1	60493606.18	45314112.64	46136442.21	44695595.41	42197758.77
Q9Y678	Coatomer subunit gamma-1 OS=Homo sapiens OX=9606 GN=COPG1 PE=1 SV=1	138196926.7	138389280.7	150701260.8	146300656.3	148370542.6	145585629.5	124681848.3	150611513.9	114708730.8	109933168.5	116212321.9	124506181.5
Q9UJS0	Calcium-binding mitochondrial carrier protein Aralar2 OS=Homo sapiens OX=9606 GN=SLC25A13 PE=1 SV=2	30702013.61	34906917.21	36936167.66	32801542.87	35811858.75	32626898.26	27809870.34	29969156.94	27823630.34	26003620.51	25121962.53	25737594.58
P08133	Annexin A6 OS=Homo sapiens OX=9606 GN=ANXA6 PE=1 SV=3	182757628.7	131946570.1	121804590.8	144339768.3	124861050.5	140779719.7	102551688.3	133614353.5	97671409.47	99248513.34	98652594.71	89829158.71
A0A0G2JN29	Nodal modulator 1 OS=Homo sapiens OX=9606 GN=NOMO1 PE=1 SV=1	1023993.769	430613.6132	637288.6572	829613.0079	582184.8579	474903.6072	541882.8432	369590.0687	496289.1394	443082.5459	440769.8728	498486.404
Q9UQ80	Proliferation-associated protein 2G4 OS=Homo sapiens OX=9606 GN=PA2G4 PE=1 SV=3	76752455.02	74927842.25	72953139.01	69921730.78	63902361.98	69461035.77	81435422.43	99916365.33	69176346.85	77489947.43	70192671.12	72810188.85
P50552	Vasodilator-stimulated phosphoprotein OS=Homo sapiens OX=9606 GN=VASP PE=1 SV=3	8559113.076	10542389.37	10292623.57	9228767.479	8336085.962	9093176.686	11887710.78	13255450.58	9007328.205	9017094.6	7795915.171	7435166.394
P56282	DNA polymerase epsilon subunit 2 OS=Homo sapiens OX=9606 GN=POLE2 PE=1 SV=2	310761.4129	389946.467	564876.9063	367665.162	503256.8628	469654.9314	421287.5468	490209.2704	427554.1627	376132.2542	416201.7722	363355.9572
P61020	Ras-related protein Rab-5B OS=Homo sapiens OX=9606 GN=RAB5B PE=1 SV=1	16108742.85	15562410.85	16166574.09	12606869.92	13180130.14	13422868.46	13757162.44	12668614.54	9955406.424	12232724.64	10545816.06	9809162
H0YIV4	Nucleosome assembly protein 1-like 1 (Fragment) OS=Homo sapiens OX=9606 GN=NAP1L1 PE=1 SV=1	25470658.73	27359347.11	22976552.97	23581753.49	31552459.95	32428461.73	26350779.59	30441687.45	28152662.17	24711521.05	24628144.07	24083565.57
O95487	Protein transport protein Sec24B OS=Homo sapiens OX=9606 GN=SEC24B PE=1 SV=2	4658973.414	10974669.37	6929788.339	12735786.92	11443885.33	12386862.79	8930934.406	14417058.88	12896562.07	11363698.03	11240069.62	11981974.83
Q9NRY4	Rho GTPase-activating protein 35 OS=Homo sapiens OX=9606 GN=ARHGAP35 PE=1 SV=3	1365355.748	1399949.338	1461388.156	1334730.176	1231851.714	1231984.731	1068816.698	988231.1545	910746.0463	868699.3854	939534.6183	1025179.94
P78368	Casein kinase I isoform gamma-2 OS=Homo sapiens OX=9606 GN=CSNK1G2 PE=1 SV=1	9783390.946	5216375.555	6953421.761	8664879.604	7297706.25	4272492.206	5295067.35	2790671.453	2430186.89	3498895.95	3921253.083	1641921.383
O95685	Protein phosphatase 1 regulatory subunit 3D OS=Homo sapiens OX=9606 GN=PPP1R3D PE=1 SV=1	245583.9404	1227981.604	1181363	743993.3298	1092219.271	1312181.388	1003419.739	1409223.547	1689415.887	885765.9454	1783734.968	1446557.952
Q7L1Q6	Basic leucine zipper and W2 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=BZW1 PE=1 SV=1	35342335.72	35739395.54	29565297.57	26937173.38	30896927.3	31409097.84	38393399.13	40058563.35	30094821.33	31352182.32	30851251.46	31352874.31
Q5JSP0	"FYVE, RhoGEF and PH domain-containing protein 3 OS=Homo sapiens OX=9606 GN=FGD3 PE=1 SV=1"	6141983.292	7872880.042	7542060.32	5764295.462	6516334.299	6318396.519	5129705.363	6356938.862	4931005.845	5267220.179	4912893.296	3826109.277
Q9BRX2	Protein pelota homolog OS=Homo sapiens OX=9606 GN=PELO PE=1 SV=2	4495755.699	5182031.277	5314913.054	4749294.537	4330045.904	4782995.404	5478388.271	5774052.872	3762597.171	4280219.728	3800555.064	3999649.199
P50991	T-complex protein 1 subunit delta OS=Homo sapiens OX=9606 GN=CCT4 PE=1 SV=4	154121579.5	192126228.9	194226497.4	162357758.3	165097574.6	188691053.1	163138237.3	220281831.9	156502698.4	154189422.6	144946075.3	154918858.2
P06865	Beta-hexosaminidase subunit alpha OS=Homo sapiens OX=9606 GN=HEXA PE=1 SV=2	24584219.92	15760850.08	16043991.47	19546461.87	19197902.9	15942659.6	16230938.69	15312535.2	13812915.89	13456164.96	13383326.66	11988034.39
Q7Z4R8	UPF0669 protein C6orf120 OS=Homo sapiens OX=9606 GN=C6orf120 PE=1 SV=1	5970476.96	9368492.705	9118585.063	6173046.522	9124073.407	9145586.946	8321115.914	6897750.211	6779571.326	7357971.263	5987688.911	6997652.675
Q9Y221	60S ribosome subunit biogenesis protein NIP7 homolog OS=Homo sapiens OX=9606 GN=NIP7 PE=1 SV=1	2144406.193	2016829.377	2432574.362	2189101.073	2610161.402	1719334.657	1550168.728	3143080.89	2822480.675	2724539.382	2379150.551	2553432.093
P51692	Signal transducer and activator of transcription 5B OS=Homo sapiens OX=9606 GN=STAT5B PE=1 SV=2	4261983.283	4745867.975	5851078.148	5354562.591	3814684.618	4625005.882	3153410.691	5602583.471	3698813.365	2772155.09	3535269.346	4013375.583
P19367	Hexokinase-1 OS=Homo sapiens OX=9606 GN=HK1 PE=1 SV=3	131178726.5	129988724.4	112675828.1	113033636.5	117366040.6	127094981	129206863.4	130194608	96409675.49	101616431.8	94962254.14	98197727.82
P22307	Non-specific lipid-transfer protein OS=Homo sapiens OX=9606 GN=SCP2 PE=1 SV=2	273864527.5	214689122.5	209890021.6	257543440.5	226787891.9	227832012.3	268876817.8	216523375	177623987.2	254306462.3	161982267.5	172714416.8
Q9P253	Vacuolar protein sorting-associated protein 18 homolog OS=Homo sapiens OX=9606 GN=VPS18 PE=1 SV=2	6044101.343	7033412.53	7802313.5	6895658.632	7826037.235	7283884.493	5169067.647	5264535.401	6156785.517	5737753.38	5168768.926	5512688.84
A0A494C1M4	Mitochondrial 10-formyltetrahydrofolate dehydrogenase OS=Homo sapiens OX=9606 GN=ALDH1L2 PE=4 SV=1	377428809.3	366950340.1	332484917.4	382886411.4	386347093.4	329462596.2	377498939.2	332820882	259615893.5	330563627.7	263743611.9	262987178.9
Q92667	"A-kinase anchor protein 1, mitochondrial OS=Homo sapiens OX=9606 GN=AKAP1 PE=1 SV=1"	11110008.17	11347089.03	9486580.542	13946562.44	13592858.36	12851204.87	12870465.94	9070750.948	9007324.827	8616441.408	8448483.767	8877175.358
Q96D71	RalBP1-associated Eps domain-containing protein 1 OS=Homo sapiens OX=9606 GN=REPS1 PE=1 SV=3	12887864.69	13072315.5	15246867.38	12690688.15	10853563.44	13508682.56	7891077.485	8387054.652	7247715.408	6832252.766	6905600.216	7428807.714
Q86TM6	E3 ubiquitin-protein ligase synoviolin OS=Homo sapiens OX=9606 GN=SYVN1 PE=1 SV=2	31323126.78	30599216.94	19890978.41	32671275.49	29161345.23	28625099.05	24035403.46	23808469.37	16601331.8	18983451.27	18232025.66	16768025.18
P08243	Asparagine synthetase [glutamine-hydrolyzing] OS=Homo sapiens OX=9606 GN=ASNS PE=1 SV=4	8961961.124	11204056.54	9814089.647	7806701.372	7953021.383	9899560.091	7761238.03	13451836.68	8130529.736	8423421.99	7089618.4	8391527.647
O15143	Actin-related protein 2/3 complex subunit 1B OS=Homo sapiens OX=9606 GN=ARPC1B PE=1 SV=3	9039116.15	8528383.197	8992652.563	8628468.674	8003369.679	10420209.56	6020861.364	10027819.92	10116996.4	7429242.029	8641743.976	8972286.525
Q9NZJ9	Diphosphoinositol polyphosphate phosphohydrolase 2 OS=Homo sapiens OX=9606 GN=NUDT4 PE=1 SV=2	3461942.492	4474648.508	3528631.375	3487775.859	2645953.623	3985591.4	2727756.169	4567623.704	2591197.08	2486165.545	2429451.016	1726686.246
P32322	"Pyrroline-5-carboxylate reductase 1, mitochondrial OS=Homo sapiens OX=9606 GN=PYCR1 PE=1 SV=2"	39682609.36	31554112.79	37812020.66	43328335.72	34831769.35	30805217.14	37049002.92	31103867.22	26965686.71	28114239.5	25958692.09	27642777
P68133	"Actin, alpha skeletal muscle OS=Homo sapiens OX=9606 GN=ACTA1 PE=1 SV=1"	1087517677	1976502163	1938797399	1756021269	1751491898	2059278602	1563943155	2114218907	1562365373	1403373295	1375080715	1396277219
O95831	"Apoptosis-inducing factor 1, mitochondrial OS=Homo sapiens OX=9606 GN=AIFM1 PE=1 SV=1"	82016176.59	55441064.57	59333361.43	72351611.03	68541623.99	58116332.76	55802626.01	52093422.03	50393514.34	44465971.31	47041557.97	44956758.63
P60903	Protein S100-A10 OS=Homo sapiens OX=9606 GN=S100A10 PE=1 SV=2	1756700.892	1585022.237	2458048.375	1897857.943	1796925.65	1697015.592	2323747.675	1616896.819	1063964.399	1485314.809	1129517.751	1074444.999
Q16698	"2,4-dienoyl-CoA reductase, mitochondrial OS=Homo sapiens OX=9606 GN=DECR1 PE=1 SV=1"	408267045.6	345033823	340897617.5	394099900.7	348151363.2	369654339.1	273303837.8	348886251	271736205.1	251017672	254718289.1	254598832.6
O00443	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha OS=Homo sapiens OX=9606 GN=PIK3C2A PE=1 SV=2	646736.905	497653.7238	1792881.953	503934.279	592601.8137	703806.886	251200.9934	442092.0069	543647.6028	430130.62	387946.6939	314968.9397
Q9Y6A4	Cilia- and flagella-associated protein 20 OS=Homo sapiens OX=9606 GN=CFAP20 PE=1 SV=1	2821217.609	3817465.28	3241103.266	3187444.705	3073489.574	3115508.353	3956256.344	4069692.704	4822123.648	3933695.998	4162263.776	3848414.049
O95758	Polypyrimidine tract-binding protein 3 OS=Homo sapiens OX=9606 GN=PTBP3 PE=1 SV=2	19860945.3	23736046.3	22326143.33	22078804.5	19411797.99	21085199.59	23118990.98	24907738.08	20740550.19	23706900.9	22226684.97	21438087.53
A0A0A6YYA0	Protein TMED7-TICAM2 OS=Homo sapiens OX=9606 GN=TMED7-TICAM2 PE=3 SV=1	53424415.07	47768726.7	42979975.05	54358213.7	39084999.41	37053426.03	52222332.29	44751925.48	33755819.59	42615612.27	31829622.93	32668545.19
O43837	"Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=IDH3B PE=1 SV=2"	65010114.86	64095899.36	63674382.9	77551558.44	70240816.09	63501347.75	63241085.5	71148398.42	54806757.2	63248087.01	55671930.95	53422543.26
Q14CZ7	"FAST kinase domain-containing protein 3, mitochondrial OS=Homo sapiens OX=9606 GN=FASTKD3 PE=1 SV=2"	3219906.473	3172498.025	4604258.79	4226282.249	4258278.375	3472969.489	3424946.347	3466771.205	2935197.996	3156235.589	2748027.563	2602477.859
Q15582	Transforming growth factor-beta-induced protein ig-h3 OS=Homo sapiens OX=9606 GN=TGFBI PE=1 SV=1	67362567.69	61016764.04	65766799.96	62192086.34	57534426.1	64541403.88	50244598.5	68540339.42	38808660.5	43907056.86	39235474.44	44448357.15
Q5RI15	"Cytochrome c oxidase assembly protein COX20, mitochondrial OS=Homo sapiens OX=9606 GN=COX20 PE=1 SV=2"	26521413.58	22157759.69	29053707.34	24137220.94	24972390.69	22547931.01	15085894.69	17233000.32	15642486.68	19736283.03	15456289.54	13166438.9
Q8TEP8	Centrosomal protein of 192 kDa OS=Homo sapiens OX=9606 GN=CEP192 PE=1 SV=3	1505252.67	1793772.523	1608083.602	2003860.404	1132808.033	1715292.693	1080311.186	1015888.804	625993.7842	1082907.866	726774.479	702418.766
O14950	Myosin regulatory light chain 12B OS=Homo sapiens OX=9606 GN=MYL12B PE=1 SV=2	45847306.31	46367043.72	48578051.92	51006287.33	43286252.62	59614366.06	57638403.38	50558981.07	61468934.4	56265857.52	50889047.86	35388657.79
E9PKU7	Neutral alpha-glucosidase AB OS=Homo sapiens OX=9606 GN=GANAB PE=1 SV=1	2250757.333	2044134.405	2426401.094	2110128.088	2392137.723	1812941.952	1965591.716	1986723.402	1653083.205	1424271.553	1565811.295	1566240.219
